hotel_name,reviewer_name,ethnicity,num_reviews,date,rating,neg_review,pos_review
Global Luxury Suites at Fenway Park,Anonymous,United Kingdom,6 Reviews,October 24  2017,8.8,Shower unit in one of the bedrooms was not working but it was fixed next day.A picture on the wall in another bedroom just fell but this was tied in 2 days.,N/A
Global Luxury Suites at Fenway Park,Ehud,Israel,2 Reviews,September 19  2017,10,Some difficulty finding the right entrance (the building has three). No parking (we paid 40$ for the weekend).,Nice apartment with two big bed rooms. Very clean and comfortable. The kitchen was excellent. Two comfortable bath rooms. Great place to spend the weekend.
Global Luxury Suites at Fenway Park,Anonymous,United States of America,1 review,August 17  2017,7.9,The online photos led us to believe the apartment was much larger.  The shower had a lot of mold on it.  The TV's did not work but that problem was solved.,The location could not have been better and we enjoyed having so many bars and restaurants nearby.  We rented bikes for three days and explored Boston.
Global Luxury Suites at Fenway Park,Anonymous,United States of America,16 Reviews,May 29  2017,8.8,N/A,Great location with easy access to restaurants. coffee (3 Starbucks in one block). Fenway. and the T. Within walking distance of the MFA and other museums. Well furnished kitchen. Only minor downside was the small dining table-- not much to complain about. really.
Global Luxury Suites at Fenway Park,Bhavesh,India,2 Reviews,April 9  2017,5.8,Rude. inefficient and unethical staff ( except one). First. they took 4 days to rectify defective bed. That's not all. despite confirming stay extension in writing. they made my life miserable by threatening to evict me because they goofed up. I stood my ground n they had to yield but not without giving me traumatic experience,N/A
Global Luxury Suites at Fenway Park,Anonymous,Canada,6 Reviews,April 5  2017,5.4,The room smellsA/C is extremely loud that woke me up several times in the nightPoor quality shower gel and shampooConsidering the experience this is way too expensive- lux hotel cost you less,Facilities in the building
Global Luxury Suites at Fenway Park,Stephen,Canada,2 Reviews,March 22  2017,8.3,lack of minor maintenance in suite . rather no avenue to report minor repairs needed so people quick fix and leave the repairs unreported and hope they blame it on the next guy,Having a consiaire available fitness room
Global Luxury Suites at Fenway Park,Maxim,Russia,31 Reviews,March 16  2017,9.6,We liked our stay at Global Luxury Suites at Fenway Park,It was really great! Big. bright and comfortable apartments. Easy procedures of check-in and chek-out. All nedeed staff in good condition : kitchen. oven. microwave. dish washing maschine and so on. Two big TV sets. comfortable beds. You have a big variety od bars and clubs neaby. supermarket just opposite the building. Also you can enjoy 24-hours reception and Gym. as well as billiard room
Global Luxury Suites at Fenway Park,Lesley,United States of America,10 Reviews,January 22  2017,8.3,Very little light control . just a flimsy blind. and some of the apartments have a lot of noise from the outside streets.  Bring ear plugs and eye masks for sleeping.,Everything you could possibly need within a block. Restaurants. coffee shops. gym. movie theater and Fenway of course.  Ubers arrived within 2 to 3 mins.
Global Luxury Suites at Fenway Park,Richard,United States of America,1 review,January 9  2017,9.6,At check in we were told to go to 150 Brookline ave when actually we had to check into 180 Brookline ave.. We were told to go to our room and the keys were on the counter. we had to wait for someone entering the building to let us in and onto the elevator. The check in person did not bring us to the room.,N/A
Global Luxury Suites at Fenway Park,Benjamin,United States of America,1 review,January 6  2017,6.3,I didn't like the misrepresentation of the property with the onlinepictures. The unit I got was not even comparable with what was listedonline. I actually called the office to voice my concern and was toldthat the units were not garantied but was going to get componsation asthe lady obviously knew I was telling the truth. One of the staffmentioned that they had moved 4 other people that day because of similarissues. Also I had booked months in advance and explained that I wouldhave really liked checking in early because we had to go to my sistersgraduation after landing at the airport. I was told the day before thatthey were at 100% capacity and were not able to accommodate (which Iwould have completely understood). When we arrived later that day afterhaving to change at the airport we found out 3 unit were not at allrented. I really felt that the lady on the phone was not a very honestperson who just gave dry answers to get you off of the phone and not putany effort trying to help you enjoy your vacation. Therefore when shesaid I would be contacted the next day and given explainations about howto get componsated if I was willing to stay in the room which did notmeet in any regards what was advertised. and never got a call. I felt sodiscouraged to deal with this company that I just decided to give up.I'm happy I was with my family and we made our vacation together funanyways because I work in hospitality myself and this was veryinconsiderate service from the home office as the gentlemen who welcomedus on site was very nice. If there is something booking.com can do tohelp I would appreciate it.,I like the location of the place and the person who welcomed us.
Global Luxury Suites at Fenway Park,Kim,United States of America,1 review,December 12  2016,5.8,Pictures and address of unit were deceiving. When we checked in. they brought us three buildings down the street to a dark and dreary apartment building. Not what we expected at all.,N/A
Global Luxury Suites at Fenway Park,Jessica,United States of America,1 review,December 3  2016,7.5,One if the toilets wasn't working. no welcome packet so I had to call customer service for wifi password. no sheet pan to cook in the oven,Beautiful apartment. great location. good value
Global Luxury Suites at Fenway Park,John,United Kingdom,3 Reviews,November 23  2016,8.3,Apartment not well enough lit even after I replaced two light bulbs. Toaster did not work properly - wouldn't stay down.,Location - a nice walk N to downtown
Global Luxury Suites at Fenway Park,Chester,United States of America,2 Reviews,November 20  2016,9.2,Like everywhere in Boston parking and taxis were tough. but Uber helps.,Great location with stores and restaurants within short walking distance.  Facilities were just like the pictures.  The athletic facility was better than most hotels.  The room was large and fully equipped with two bathrooms and two TVs.  Three Starbucks basically downstairs.  A full Target on the corner.  We will rent at this location when we are in Boston again.
Global Luxury Suites at Fenway Park,Susan,United States of America,4 Reviews,October 29  2016,3.8,Bed terrible.  Duvet lumpy.  TV in bedroom didn't work. Nothing to hold onto in tub/shower.   Altho listed as a hotel. no housekeeping.  Took 24 hours to correct problems.,N/A
Global Luxury Suites at Fenway Park,Breeanna,United States of America,1 review,October 10  2016,3.8,The apartment was not very clean. both tva did not work. trying to get into the apartment was difficult and we were directly across the way from a building being built with incredibly loud construction noises starting early in the morning and not stopping until late. I was never notified that this would be taking place. otherwise I would have booked elsewhere. Very disappointed.,Full size kitchen
Global Luxury Suites at Fenway Park,Joseph,United States of America,1 review,October 5  2016,10,The only thing which comes to mind was not being able to use the tv in the bedroom. Could not activate cable tv----,Convenience to Fenway Park and walking distance to multiple venues for shopping and dining.
Global Luxury Suites at Fenway Park,Barry,United States of America,1 review,October 4  2016,7.1,One of my keys didn't work and there was no one to help me. It was hard to ground in the building to the parking garage.,The room were great. Exact hat I was hopping for.
Global Luxury Suites at Fenway Park,John,United States of America,1 review,October 4  2016,4.2,Staff not super helpful... confusing bulding..key fob did not work on any elevators or parking garage. Dirty counter and table on arrival. .hard bed .lousy tv volume had to crank it to max still low to hear.. $400 a night should get u more modern amenities. .. very disappointed.  I know it was all about location but come on man upgrade ur apartment beds tv not all but some staff could care less,Location
Global Luxury Suites at Fenway Park,Troels,United Kingdom,6 Reviews,September 21  2016,6.7,The apartment was poorly equipped in the kitchen. the furniture were worn out and while staying 6 nights there was no change of bedlinen or towels.,Really liked the location and the facility staff.
Global Luxury Suites at Fenway Park,Sarane,United States of America,1 review,September 18  2016,9.6,Check-in process was a little confusing as it is an apartment building with long-term rentals.  Not your average hotel process.  That could have been explained better.,It was a huge apartment for the same price as a small hotel room.
Global Luxury Suites at Fenway Park,Brian,United States of America,1 review,September 6  2016,7.5,Better information about parking. Customer service made the parking situation sound impossible. So. I stressed about it the entire ride to Boston. However. the parking garage was directly under the building and very simple.,Spacious apartment
Global Luxury Suites at Fenway Park,Xin,China,4 Reviews,August 19  2016,7.1,Little old and the layout makes not so spacious and convenient as not like 95m2 as described in the booking guide.we lived in Washington the same apartment "globle".but this one is not that perfect.,clean convenient
Global Luxury Suites at Fenway Park,Anonymous,United States of America,1 review,August 1  2016,7.1,Hallway was a mess. Needed to be vacuumed in the worst way,Room was great size. Love the full size kitchen and having utensils. Mattress could have been more comfortable.
Global Luxury Suites at Fenway Park,Saitah,Kuwait,5 Reviews,July 28  2016,5.8,it was far from back bay. the building was old. there was no one to help us with the bags. they actually changed my apartment twice. the first one was from one location to the other. the second one was from one floor of the same building to the other. I actually hated that. Pretty expensive as well. I can get a room for 3 in a back bay hotel for the same price.,the beds were really nice and fluffy. the rooms and apartment in general were clean. the kitchen is really nice with all the appliances because I had to cook during ramadan. They have added some bathroom stuff like shampoos and creams which was nice. The view was incredible though.
Global Luxury Suites at Fenway Park,Selina,United States of America,1 review,July 26  2016,8.8,I slept on a pull out sofa that was extremely uncomfortable.,The location was fabulous!  We were within walking distance/public transportation to everything we wanted to do.
Global Luxury Suites at Fenway Park,Silkyapple,United Kingdom,17 Reviews,May 31  2016,8.8,We had no phone cord and when called it took 2 days before we had it rectified - we were only there 3 nights,The location for us was perfect. supermarket right around the corner. loads of places to eat. fantastic view across to Fenway. Massive rooms. comfortable beds. and great to be able to do washing
Global Luxury Suites at Fenway Park,Anonymous,United States of America,1 review,May 23  2016,8.3,The apartment was definitely picked up and tidy. but the floors weren't as clean as I would have liked.  We could have used more dishwasher soap to do one or two more loads.  There weren't very many cooking utensils.  Lots of construction around. so it was kinda noisy,Walking/biking distance to almost everything we wanted to see.  The staff was very helpful and friendly.  It was a little pricy. but worth it to have a kitchen and space.  It was really easy to find. check into. and out of.
Global Luxury Suites at Fenway Park,Abdullah,Saudi Arabia,4 Reviews,May 5  2016,4.2,Handed the room not cleaned. Then got another room after 1 hour (waste of time). the furniture was too worn off and there are stains on the walls and on the doors. Upon the check-out they had no place to keep my bags till my flight time I had to spend 5 hrs setting with 3 giant bags . What a terrible experience!,The location
Global Luxury Suites at Fenway Park,Todd,United States of America,1 review,May 5  2016,6.7,Parking was a hassle in the garage under the building. not clearly marked. staff tried to charge for events not the daily rate.  In the room. one of the beds was broken and the dishwasher was full of gray water and did not function.  Some of the lighting was on switches. some of the ones that were not did not have functioning on/off switches so turning them off required unplugging them.  The hallway outside of the apartment had an odor and it appeared that the carpet had not been cleaned in some time.  The water in the sinks and showers was either extremely hot or cold. nothing in between so using the shower was a challenge to not be scalded.  Sent an email to the property manager and have yet to get a reply regarding the issues.,Really convenient location. close to shopping. eateries. entertainment and the subway.  Decent view of the city. fairly quiet building.  Plenty of space in the apartment to entertain.  Very secure building with multiple locks from the front door to the apartment.
Global Luxury Suites at Fenway Park,Anonymous,United States of America,2 Reviews,May 3  2016,6.7,These are most definitely apartments and not a hotel. They are run by a corporate landlord that doesn't have the service mentality of a hotel. The price of this place is equivalent to that of a hotel so would expect the equivalent level of service. The 4pm check in is late and a money making scheme. A request to check in at 12 was met with a $200 charge. The apartments are serviced before you arrive but not during and you are requested to leave the apartment as clean as it was found - with the threat of additional charges if not.,Good location. clean apartment. Friendly person who takes you to the apartment.
Global Luxury Suites at Fenway Park,Megan,United States of America,4 Reviews,April 25  2016,5.0,The apartment was not properly maintained and the list of items provided to be repaired were acknowledged by their team but no maintenance staff came to fix them during my stay.  The cable TV did not work and no instructions were in the apartment even though there were 4 remotes all with different functions.  The shower temperature was either scolding or cold. and the pressure very low. Finding the entrance was also not clear. as the entrance was at a different address than the apartment. This type of facility should not be considered to be suitable for booking.com. which should have at a minimum repairs made during a stay of 2 nights.  I have requested a partial refund with no reply on that from the apartment management company.  I believe this is the wrong type of facility for a short term booking engine.,The location and the helpful concierge when checking in.
Global Luxury Suites at Fenway Park,Paul,United States of America,1 review,April 24  2016,4.6,No staff.No maids. No cafe. Keys didn't work. No concierge. Bad coffee in the room. Bad TV reception. No reception area. Questionable looking guests. Darkish hallways.,The beds were comfortable.
Global Luxury Suites at Fenway Park,Anonymous,United States of America,1 review,April 19  2016,7.9,The only thing I personally would have liked better would have been a king size bed (which may have been available in some of the other apartments) and maybe a map with all of the surrounding amenities like restaurants and shopping areas as well as recommendations for where to purchase the tickets for public transportation and locations of the closest T and Bus Stops. The check out procedures were unclear as to where to put the garbage. but the front desk was able to help us out. so it worked out.,The location was great. Even though there was no restaurant connected w/the apartments themselves. there were 5 or 6 on the block. There was also a 24hr market across the street for any food needs and a Target on the opposite corner. Within walking distance of Fenway Park and The House of Blues. The neighborhood felt safe. We weren't concerned with having to walk to the T station in the dark at 5am when we left. The free wifi was super helpful. Since it was our first trip to Boston. we had to map out everywhere we wanted to go. The speed was great and it was a great amenity not offered by some of the large hotels in the area. Overall a very pleasant experience. We LOVED Boston and will definitely be back.
Global Luxury Suites at Fenway Park,Sn,United States of America,2 Reviews,April 9  2016,8.8,Check-in process was extremely unclear!! Had to go to a completely different building to check in (in the rain). then back to hotel. Also. had to leave my ID w front desk to use the luggage cart. which was cumbersome. as I had to walk back to the other building (again. in the rain) to retrieve my ID. You do not have a key fob until you enter your hotel room. yet need a key fob for access to the building AND the elevators. So you have to rely on tenants to open door/elevator for you. Finally. you have a 'check out list' of items you have to clean. Why is there a $100 cleaning fee if there is so much work to do before leaving?!?,Hotel was super nice &amp; clean. great location. quiet. Windows everywhere. so view was awesome!
Global Luxury Suites at Fenway Park,Christian,United States of America,2 Reviews,April 7  2016,7.5,The beds were not comfortable. not horrible just really cheap and sagging for such a nice unit.,Location. Location. location. the view was really cool as well.
Global Luxury Suites at Fenway Park,Daniel,Kuwait,11 Reviews,March 23  2016,7.1,I didn't like the fact that the people in the lobby had nothing to do with the hotel. There was also a lot of noise all night from construction going on next door. When I complained. I was given the runaround. The company in charge doesn't have people at the site and the only contact you have is over the phone.,N/A
Global Luxury Suites at Fenway Park,Ali,United Arab Emirates,5 Reviews,March 12  2016,4.6,The deduct the price twice when they retturn it lees by 200 dhs.We extended 3 more nights but everday the keep walk to my apartment.They dont respect their customer  they asked me to moved out by email 10 times   They are not professional wilth customers,Apartment is good but the stuff are not cooperative
Global Luxury Suites at Fenway Park,Thomas,United States of America,1 review,March 7  2016,5.8,The cost did not align for me with the value.  The shower is very weak and tough to get to a steady temperature..  The heating system is temperamental.  The walls are thin.  The TV channels are lacking for a furnished apartment.  The bathtub was not clean.  Still had cleaning product in it so I had to first scrub it before I could use it.  Ironing board but no iron that I could find easily and I looked.  There is a smell in the common areas and hallways that is hard to describe but it is not pleasant.,Location was good.  Many yummy places nearby to eat.  T is close with Kenmore and Fenway.  The staff are super friendly and very willing to help and very smiley.  The elevator is roomy.  Laundry in the room was very nice.
Global Luxury Suites at Fenway Park,Frank,United States of America,1 review,February 23  2016,6.7,The place was laid out well with new appliances and great view.,I arrived at the room after traveling all day to find that the room wasn't clean. It made me wonder what the $100 cleaning fee was for..
Global Luxury Suites at Fenway Park,Woodlene,United States of America,5 Reviews,February 17  2016,9.6,Better cable. needs to upgrade service. The cable did not work at first. Newer furniture would be nice.,The residence is beautiful and there is a Starbucks conveniently located next door. It was very. very quiet and peaceful.
Global Luxury Suites at Fenway Park,Anonymous,United States of America,1 review,February 15  2016,8.8,It took 36 hours to get the first key to the apartment and another 24 hours to get the second one. I had to push and push just to get a key. It was a pain to go to the concierge down the street and have them let me in the apartment all the time. This was not the concierge's responsibility but the group that rents the apartments.,Concierge service was excellent.
Global Luxury Suites at Fenway Park,Mackenzie,United States of America,1 review,February 7  2016,5.8,The room was nice but cosmetically the paint needs to be touched up and the laundry detergent I was allergic to the smell.,The area is perfect close to a lot of touristy things for us to visit and there are a bunch of bars and restaurants in the area.
Global Luxury Suites at Fenway Park,Guido,United States of America,5 Reviews,January 30  2016,2.5,Didn't respect the same place I paid for. Construction near. loudy.Full of dogs burkin on the hallsNo room serviceThey change my hotel and didn't explain why. they charged me an extra fee for a room I didn't asked for. and couldn't claim until now.,Confort.
Global Luxury Suites at Fenway Park,Fito,United States of America,2 Reviews,January 6  2016,7.9,For the amount I paid for this unit parking should have been free. The first day we had to deal with cold water and bad toilet. When the problems were brought up to the staff they pointed fingers at the leasing company. and when they leasing company was called they pointed the finger to the building staff. Problems were eventually correct.,Location was very good. Buses and trains were accessible.
Global Luxury Suites at Fenway Park,Paula,Uruguay,11 Reviews,December 18  2015,8.3,There is a building construction right in front of the window. and a lot of noise is heard during working hours. The mattress was really old and very uncomfortable. that should be changes ASAP.,Location was wonderfull. there is a supermarket really close. lots of restaurants and shops. The view from the apartment was amazing.
Global Luxury Suites at Fenway Park,Mark,United States of America,3 Reviews,December 17  2015,7.9,I had to call the first couple of days to get the shower fixed and the toilet replaced.  There are tiles that have apparently been wet and have curled on the edges and I tripped on them a couple of times.  Also. 2 drawers in the dresser were broken.  For a luxury apartment. I should not have this many issues.  Other units in this building may be luxury. but I really would not call 1431 luxury.  It was nice and I actually could see myself living there but I wouldn't let all the little things go to the wayside like they have.,The location was excellent to the green line and plenty of places to eat in the area.  Owners did respond to issues I called them about very quickly.
Global Luxury Suites at Fenway Park,Marnie,United States of America,1 review,November 2  2015,7.1,Poor condition in some areas. Microwave handle was broken. furniture liked a bit tough. Like the TV cabinet had one door with the glass missing. It was generally clean. but there was a contact lens stuck to the wall in the master bath.,Great layout with each bedroom having an attached bathroom
Global Luxury Suites at Fenway Park,Anonymous,United States of America,2 Reviews,October 23  2017,8.8,There was no one to help you with anything... it was very frustrating.,Very clean room and comfortable bed.
Global Luxury Suites at Fenway Park,Anne,Australia,1 review,October 21  2017,8.8,Not having an electric kettle.,The bed was wonderful and the pillows great quality.  The safety aspect was also excellent.
Global Luxury Suites at Fenway Park,Chaya,United States of America,1 review,October 16  2017,9.6,N/A,Spacious layout and excellent location. Will stay again.
Global Luxury Suites at Fenway Park,Brenda,Nigeria,9 Reviews,October 14  2017,7.9,Found that the children's play room had been closed down and converted to a lounge. Quite disappointing.,N/A
Global Luxury Suites at Fenway Park,Joseph,United States of America,1 review,October 3  2017,8.1,Showers did not get very hot.Trying to figure out where to park was tough,N/A
Global Luxury Suites at Fenway Park,Anonymous,United States of America,2 Reviews,September 29  2017,10,N/A,The location couldn’t be better it was perfect and although it was the city the courtyard was very nice and quiet.
Global Luxury Suites at Fenway Park,Dennis,New Zealand,7 Reviews,September 17  2017,9.6,Some of the furniture was a bit tired but overall very adequate.,Great location and facilities.
Global Luxury Suites at Fenway Park,Mawar,Indonesia,1 review,August 23  2017,2.9,The environment. facility and the smell was so bad,Not too far from the center of the city
Global Luxury Suites at Fenway Park,Charles,United States of America,1 review,July 31  2017,8.8,Bed not very comfortable. Construction noise significant.,Location and ease of coming and going. Closeness to subway. Theater across the street.
Global Luxury Suites at Fenway Park,Phyllis,United States of America,1 review,May 29  2017,9.6,Price &amp; not able to cancel reservations.,Everything.
Global Luxury Suites at Fenway Park,Ling,China,1 review,May 23  2017,6.3,Toilet paper and washing powder needed. The bed cover is is not so comfortable,Location and the room layout
Global Luxury Suites at Fenway Park,Tiffani,Bermuda,1 review,March 20  2017,5.4,The price and it wasn't children friendly. The wires from the entertainment area was like a jungle.  All over    Extremely exsposed !,The location
Global Luxury Suites at Fenway Park,지철호,United States of America,1 review,March 9  2017,5.4,Please give me that estimates.,Please give me that estimates.
Global Luxury Suites at Fenway Park,Crystal,United States of America,1 review,February 20  2017,7.1,Bed in both rooms were terrible. we all had back pain the next day.,N/A
Global Luxury Suites at Fenway Park,Yousef,Saudi Arabia,1 review,January 21  2017,9.2,None,The whole thing
Global Luxury Suites at Fenway Park,Abraham,United States of America,1 review,December 20  2016,9.2,N/A,Smooth check-in and excellent location! Will book again.
Global Luxury Suites at Fenway Park,Pannee,Thailand,1 review,December 15  2016,7.9,A bit difficult to get taxi.,Convenience . very near restaurant and shopping area.
Global Luxury Suites at Fenway Park,Nechama,United States of America,1 review,December 12  2016,9.2,N/A,Furnishings were super chic and comfortable - location was amazing. Was so happy to see the kitchen was fully stocked with pots and pans!
Global Luxury Suites at Fenway Park,Kathleen,United States of America,1 review,October 5  2016,10,Shower could have had a shelf for soap etc,Everything was perfect
Global Luxury Suites at Fenway Park,Justin Cranford,United States of America,1 review,October 3  2016,8.8,The colors in the hallway are off-putting. No one was at the concierge desk when I arrived.,The location was great and it felt like a little home.
Global Luxury Suites at Fenway Park,Ashish,India,10 Reviews,September 21  2016,7.1,Check in could have been better..,N/A
Global Luxury Suites at Fenway Park,Carrie,United States of America,6 Reviews,September 19  2016,3.8,Dirty. Stained carpets. old gross dirty bathroom. Smelly and chopped walls. just extremely disappointed,location
Global Luxury Suites at Fenway Park,Monbai,United States of America,2 Reviews,September 17  2016,10,N/A,Amazing view. accessibility to shopping. eating &amp; baseball!!
Global Luxury Suites at Fenway Park,Leslie,United States of America,1 review,September 16  2016,7.9,Saggy couch,Quality linenClean
Global Luxury Suites at Fenway Park,Donald,United Kingdom,4 Reviews,September 15  2016,5.4,The main bed was uncomfortable and the sofa bed was unusable.,Location and size of apartment
Global Luxury Suites at Fenway Park,Marilyn,United States of America,1 review,August 5  2016,6.7,Tv didn't work Reported this nothing was done about it .Pullout couch not in good shape for sleeping - had to use rollaway bed,Location
Apartment in Historic Location,Cecilia,United States of America,1 review,October 24  2017,8.8,The apartment needs a little TLC.  I wrote the owner and suggested a few small fixes that would make this apartment a 5 star property.  She was grateful for my comments and said she would look into it.  (minor fixes---such as replace lightbulbs. etc.),The location is great.  Easy to access the subway and/or to walk to downtown Boston and surrounding areas.  The apartment layout is great and nicely furnished.  The apartment has a keypad so entry was quite easy and there was no fear of losing/misplacing a key.  I would stay here again!
Apartment in Historic Location,Sergey,Russia,1 review,October 22  2017,10,N/A,We stayed here October 19th. 2017 with a friend. Proprietress Cora was very friendly. helpful and attentive. She patiently asked all our questions. advised the possible ways of transfer to the airport. Breakfast and beverages were complimentary. that's rather seldom for apartments accommodation. Everything's clean and nice. Comfortable location. Fast WiFi. It was a very pleasant stay. I would strongly recommend anyone to book these apartments.
Apartment in Historic Location,Anonymous,Australia,2 Reviews,October 21  2017,10,N/A,Great location. Well thought out. Very clean. Comfortable. Friendly host. Very suitable for family with toddler (pull out trundle bed was just perfect!).
Apartment in Historic Location,Didzis,Latvia,16 Reviews,September 21  2017,10,N/A,Its a great location two blocks from the subway station and excellent apartment from the perspective of available amenities and tech gadgets in the apartment. The bed was very comfortable. Great choice for couples or a family with kids.
Apartment in Historic Location,Kathryn,United Kingdom,1 review,August 21  2017,5.4,As the settee was being used for my daughter's bed and was very large. it took up a lot of room and there were only two dining chairs to sit at but three of us. Not very comfortable! The photographs provided were misleading as it looked as though there was an outside decked area but this was not the case. Money had obviously been spent on the large TV. adjustable bed and designer towels but the cutlery was very odd (all items individually packaged in plastic pockets) and the timer on the cooker was broken. There was air conditioning in the living room but this was too noisily to use at night as it kept daughter awake as she was sleeping in there. We also did not like the suggestion of the host that if we gave a 5 star review she would not charge us for the snacks and drinks she had left for us.,It was clean and well located
Apartment in Historic Location,Ron,Belgium,8 Reviews,July 21  2017,3.8,Loud. poor air conditioner-not clean in corners -no fresh air- thought I would be in upper apartment - this should be on Air BnB not Booking.com standards,Location is best part. despite this being a GROUND floor apt
Beautiful 2BR/1BA in convenient North End location,Emma,New Zealand,3 Reviews,November 1  2017,9.6,Would of been handy to have another key for when we wanted to do different things.,Great location to explore the town. Spacious. clean and comfortable.
Back Bay Beacon,Anonymous,United Kingdom,11 Reviews,October 28  2017,7.1,In our suite there were low ceilings in the bedrooms so you couldn't stand up straight if you were tall (they are at a sort of mezzanine level to the main room which isn't mentioned in details) and everything was a bit tired (broken tiles on the floor and walls in the bathroom).,Location was brilliant. right in the center of Boston so easy to get to and from all the sights of the city.
Back Bay Beacon,Caroline,Australia,1 review,September 12  2017,7.5,The building is old so the tenants who were above us who were walked around all night from 12.30am to 5.30am with their shoes on kept us awake.The kitchen though well equiped did not have basics like salt pepper. sugar sachets. coffee sachets. Whilst there was a washing machine in the lobby there was no option to buy a single use washing powder. The nearest convenience store was 15 minutes walk. The blind in bedroom was broken so we were unable to block out the light. The apartment was stuffy as we were unable to open any window. The air conditioner had a mind of its own and was very loud. The refrigerator was also very loud.,Spacious and clean. Well equiped kitchen. The shower was good.
Back Bay Beacon,Bryan,United States of America,2 Reviews,August 6  2017,9.6,Had a little issue getting the access codes. I had to call because I had not received email a few days before we left and once we got there the room/code was to someone else's room. I called the help number and the issue was cleared right up.,Great location. plenty of room and really easy to access.
Back Bay Beacon,JosÃ©,Spain,1 review,August 4  2017,6.7,There were some things that were wrong or did not work properly. which was something we definitively did not expect for such a high rental house (about USD 500 per only one night).These area the main shortages we spotted:- There was a broken mirror in one of the bedrooms upstairs.- The TV did not work (to be precise. only one channel works). May be we were not enough handy to manage it properly. if that were the case some "light shedder" instructions were missed.- The WIFI signal was upsettingly weak. so it came and went very often.- The curtains in the bedrooms were not effective at all. Those in the bathrooms were antiesthetic and healthyless.- There was not a modern coffee machine (Nespresso or similar).- We did not find a broomstick.- One of the sofÃ¡s in the living room had a cut.- The lift did not work the check out day so we had to carry our luggage by the stairs (and we were on the sixth floor!).All in all. I consider a $ 350 price per night would be much more fair than the $ 500 price we paid for it. I actually use this report to claim for that $ 150 difference.,The location was excellent. The flat was cool.
Back Bay Beacon,Ma2nc,United States of America,1 review,August 2  2017,7.9,The apartment could use some TLC. The bathrooms were fine. but could use a makeover. There were crumbs left on the bottom shelf of the fridge from the previous guests. If you are tall (over 5'9') you will not be able to stand up straight in the bedrooms. These issues were minor. Overall it is a great place. We stayed one night. as we were in town for a Red Sox game and it was perfect for our family and met our needs.,Location was fantastic! Steps from the Public Garden and very close (short walk) from Arlington T station. Very cool apartment. We were in 2R. Compact. but well done. A typical Boston brownstone apartment. Loved the kitchen and common areas. Great space for a family of 5 to spread out. Easy access to building due to key codes.
Back Bay Beacon,Scott,United States of America,1 review,July 13  2017,7.5,Several of the lights did not work. Bathroom exhaust fan did not work.,Good location close to the T and within walking distance of the North End and major historic sites.
Back Bay Beacon,Donna,Canada,1 review,July 7  2017,7.9,The Air Conditioner was noisy and the bedrooms small.,Great location. Close to Boston Common and restaurants and shopping. Lots of towels and comfy beds.
Back Bay Beacon,Bill,Australia,17 Reviews,June 30  2017,10,Given the wrong apart. number. so lucky the cleaner was there when we were trying to get us in. and told us which was ours. O.K. when sorted.,Very convenient for subway and park and attractions
Back Bay Beacon,Chi,United States of America,1 review,June 15  2017,8.3,My apartment was on the 4th floor with super high and narrow stairs. so wasn't fun for us to move in and out with all of our suitcases. Wifi was excruciatingly slow. The apartment was old and small so felt a bit stuffy and cramped sometimes. Also I had a package delivered but it was lost (which is not back bay's fault). but that made my experience somewhat worse.,The place was excellently located. right next to boston public garden!
Back Bay Beacon,Kenneth,United Kingdom,1 review,June 4  2017,7.9,Need to provide facilities to leave luggage at the property. It is a long way to take luggage to office.,Views of city skyline and plenty of room to relax
Back Bay Beacon,Timothy,United States of America,1 review,May 16  2017,4.6,The room wasn't clean upon arrival.  Was moved to another room then had to move back. You could hear the people above us. Sounded like herd of elephants.,In a nice neighborhood.
Back Bay Beacon,Sarah,Australia,3 Reviews,April 6  2017,10,A number of lights not working - particularly the one by the front door - very communal hallway which could do with a bit of maintenance. Only minor  things though - would still definitely recommend.,Quiet neighbourhood in great location - easy walk to Cheers Bar. Boston Common and old town centre.  Very comfortable bedding and generally well maintained.
Back Bay Beacon,Meaghan,Australia,2 Reviews,February 1  2017,8.3,Apartment was a little cramped. and the set up was challenging with a toddler (I didn't see stairs in the photos).,Location was amazing and easy check in. Very clean. and reception was quick to address our questions and issues.
Back Bay Beacon,Wendy,Australia,4 Reviews,January 9  2017,7.1,Couldn't turn a bright spotlight off in kitchen area that kept us awake at night. Sent an email but they were unable to help.No plug for kitchen.Some confusion with our late checkout. I don't think the cleaners had been told so apartment cleaned while we were out. all bags moved and our food in fridge (that we were going to eat for light snack before flying out) had been thrown out. :(,Allowed us a late check out so we could leave our bags all day as we had an evening flight outPrompt replies to e-nailsLiked key code for entrances rather than keys/cards
Back Bay Beacon,BradleyG,Australia,6 Reviews,January 2  2017,7.5,Small kitchen with cutlery draw unable to be opened without fridge being opened. Heating temperamental. and some  furniture in poor state.,great location large apartment.
Back Bay Beacon,Susan,United Kingdom,4 Reviews,December 26  2016,7.1,Whole apartment needs updating. especially bathrooms and wiring. Watch out in the bedrooms if you're over 6 ft tall!,Free local telephone. Wifi ok. Kitchen adequate. Bathrooms in need of updating but powerful hot shower. All a bit tired looking but good for a few nights stay in a great area near to the park
Back Bay Beacon,peterduckett17,United Kingdom,6 Reviews,December 1  2016,9.2,WIFI did drop out and in and if there would been fresh milk etc just to make a coffee but not much,We like the split level place / rooms and the location was great right on Boston green - views of the state house (as seen in the film "The Departed") cheers bar (did "%years ago) we did find a few broken bits etc but overall we liked it very much.
